filepath,filetype,sample_rate,duration_sec,instrument_label
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N1-G5_S2.mp3,.mp3,44100,1.3322448979591837,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N2-B5_S1.mp3,.mp3,44100,1.2016326530612245,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N2-B5_S2.mp3,.mp3,44100,1.436734693877551,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N3-D6_S1.mp3,.mp3,44100,1.2016326530612245,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N4-F#6_S1.mp3,.mp3,44100,1.123265306122449,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N4-F#6_S2.mp3,.mp3,44100,1.123265306122449,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N5-G6_S1.mp3,.mp3,44100,1.28,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_778-3holes_P1_N5-G6_S2.mp3,.mp3,44100,1.3583673469387756,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N1-F5_S1.mp3,.mp3,44100,1.3322448979591837,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N1-F5_S2.mp3,.mp3,44100,1.436734693877551,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N2-G5_S1.mp3,.mp3,44100,1.28,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N2-G5_S2.mp3,.mp3,44100,1.3583673469387756,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N3-B5_S1.mp3,.mp3,44100,1.0710204081632653,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N3-B5_S2.mp3,.mp3,44100,1.1755102040816328,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N4-D6_S1.mp3,.mp3,44100,1.0710204081632653,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N4-D6_S2.mp3,.mp3,44100,1.0187755102040816,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N5-F6_S1.mp3,.mp3,44100,1.123265306122449,Pispis
input\full\Pispis_audios\Pispis_audios\Unk_Pispis_782-3holes_P1_N5-F6_S2.mp3,.mp3,44100,1.0971428571428572,Pispis
input\full\Pattung_audios\Pattung_audios\If_Bangibang_670_P1_N0_S1.mp3,.mp3,44100,1.1493877551020408,Pattung
input\full\Pattung_audios\Pattung_audios\If_Bangibang_670_P1_N0_S2.mp3,.mp3,44100,1.1493877551020408,Pattung
input\full\Pattung_audios\Pattung_audios\If_Bangibang_670_P2_N0 _S2.mp3,.mp3,44100,1.1493877551020408,Pattung
input\full\Pattung_audios\Pattung_audios\If_Bangibang_670_P2_N0_S1.mp3,.mp3,44100,0.9926530612244898,Pattung
input\full\Pattung_audios\Pattung_audios\If_Bangibang_670_P3_N0_S1.mp3,.mp3,44100,0.966530612244898,Pattung
input\full\Pattung_audios\Pattung_audios\If_Bangibang_670_P3_N0_S2.mp3,.mp3,44100,0.966530612244898,Pattung
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P1_S1.mp3,.mp3,44100,0.9926530612244898,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P1_S2.mp3,.mp3,44100,0.966530612244898,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P1_S3.mp3,.mp3,44100,0.8359183673469388,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P1_S4.mp3,.mp3,44100,0.8359183673469388,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P1_S5.mp3,.mp3,44100,0.8620408163265306,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P2_S1.mp3,.mp3,44100,0.9404081632653061,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P2_S2.mp3,.mp3,44100,0.8881632653061224,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P2_S3.mp3,.mp3,44100,0.9404081632653061,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P2_S4.mp3,.mp3,44100,0.9926530612244898,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_N0_P2_S5.mp3,.mp3,44100,0.8620408163265306,Patik-patik
input\full\Patik-patik_audios\Patik-patik_audios\RXS_ATI_PatikPatik_PIECE1.mp3,.mp3,44100,37.328979591836735,Patik-patik
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P1_N0-D4_S1.mp3,.mp3,44100,0.8359183673469388,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P1_N0-D4_S2.mp3,.mp3,44100,1.0187755102040816,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P1_N0-D4_S3.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P1_N0-D4_S4.mp3,.mp3,44100,1.0448979591836736,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P2_N0-D4_S1.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P2_N0-D4_S2.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P2_N0-D4_S3.mp3,.mp3,44100,1.0187755102040816,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_951_P2_N0-D4_S4.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P1_N0-A#3_S1.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P1_N0-A#3_S2.mp3,.mp3,44100,1.0710204081632653,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P1_N0-A#3_S3.mp3,.mp3,44100,1.0971428571428572,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P1_N0-A#3_S4.mp3,.mp3,44100,1.2277551020408164,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P2_N0-A#3_S1.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P2_N0-A#3_S2.mp3,.mp3,44100,1.0448979591836736,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P2_N0-A#3_S3.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_952_P2_N0-A#3_S4.mp3,.mp3,44100,1.0187755102040816,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P1_N0 -A#4_S2.mp3,.mp3,44100,0.9142857142857143,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P1_N0-A#4_S1.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P1_N0-A#4_S3.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P1_N0-A#4_S4.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P2_N0-A#4_S1.mp3,.mp3,44100,0.9142857142857143,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P2_N0-A#4_S2.mp3,.mp3,44100,0.8881632653061224,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P2_N0-A#4_S3.mp3,.mp3,44100,0.9404081632653061,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_953_P2_N0-A#4_S4.mp3,.mp3,44100,0.9142857142857143,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P1_N0-D5_S1.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P1_N0-D5_S2.mp3,.mp3,44100,1.0448979591836736,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P1_N0-D5_S3.mp3,.mp3,44100,0.9142857142857143,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P1_N0-D5_S4.mp3,.mp3,44100,1.0710204081632653,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P2_N0-D5_S1.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P2_N0-D5_S2.mp3,.mp3,44100,1.0187755102040816,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P2_N0-D5_S3.mp3,.mp3,44100,0.9142857142857143,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_954_P2_N0-D5_S4.mp3,.mp3,44100,0.8359183673469388,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P1_N0 -A5_S1.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P1_N0-A5_S2.mp3,.mp3,44100,1.0448979591836736,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P1_N0-A5_S3.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P1_N0-A5_S4.mp3,.mp3,44100,1.1755102040816328,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P2_N0-A5_S1.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P2_N0-A5_S2.mp3,.mp3,44100,0.9142857142857143,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P2_N0-A5_S3.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_955_P2_N0-A5_S4.mp3,.mp3,44100,0.8881632653061224,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P1_N0-F5_S1.mp3,.mp3,44100,1.0448979591836736,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P1_N0-F5_S2.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P1_N0-F5_S3.mp3,.mp3,44100,1.123265306122449,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P1_N0-F5_S4.mp3,.mp3,44100,1.2016326530612245,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P2_N0-F5_S1.mp3,.mp3,44100,1.0187755102040816,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P2_N0-F5_S2.mp3,.mp3,44100,0.8620408163265306,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P2_N0-F5_S3.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_956_P2_N0-F5_S4.mp3,.mp3,44100,0.8359183673469388,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P1_N0-B5_S1.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P1_N0-B5_S2.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P1_N0-B5_S3.mp3,.mp3,44100,0.966530612244898,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P1_N0-B5_S4.mp3,.mp3,44100,1.0187755102040816,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P2_N0 -B5_S4.mp3,.mp3,44100,0.9404081632653061,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P2_N0-B5_S1.mp3,.mp3,44100,0.9404081632653061,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P2_N0-B5_S2.mp3,.mp3,44100,1.0971428571428572,Pateteg
input\full\Pateteg_audios\Pateteg_audios\Unk_Pateteg_957_P2_N0-B5_S3.mp3,.mp3,44100,0.9926530612244898,Pateteg
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N1 _S3.mp3,.mp3,44100,0.7836734693877551,Patang-ug
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N1_S1.mp3,.mp3,44100,0.809795918367347,Patang-ug
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N1_S2.mp3,.mp3,44100,0.8359183673469388,Patang-ug
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N1_S4.mp3,.mp3,44100,1.0710204081632653,Patang-ug
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N2_S1.mp3,.mp3,44100,0.8359183673469388,Patang-ug
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N2_S2.mp3,.mp3,44100,0.966530612244898,Patang-ug
input\full\Patang-ug_audios\Patang-ug_audios\Klng_Patang-ug_800_P1_N2_S3.mp3,.mp3,44100,0.7836734693877551,Patang-ug
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N1-G#4_S1.mp3,.mp3,44100,1.0971428571428572,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N1-G#4_S2.mp3,.mp3,44100,0.9142857142857143,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N2-A#4_S1.mp3,.mp3,44100,1.0971428571428572,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N2-A#4_S2.mp3,.mp3,44100,1.253877551020408,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N3-A#3_S1.mp3,.mp3,44100,1.1493877551020408,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N4-C#4_S1.mp3,.mp3,44100,1.3844897959183673,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N4-C#4_S2.mp3,.mp3,44100,1.750204081632653,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N5-E4_S1.mp3,.mp3,44100,1.3061224489795917,Parundag
input\full\Parundag_audios\Parundag_audios\Mns_Parundag_156_P1_N5-E4_S2.mp3,.mp3,44100,1.3583673469387756,Parundag
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_ENSEMBLE1_Repike.mp3,.mp3,44100,15.960816326530612,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_ENSEMBLE2_Malakalaka.mp3,.mp3,44100,18.964897959183673,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_ENSEMBLE2_Malakalaka2.mp3,.mp3,44100,16.013061224489796,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_ENSEMBLE3_Repike2.mp3,.mp3,44100,15.568979591836735,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_ENSEMBLE4_Malaka.mp3,.mp3,44100,15.856326530612245,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P1_S1.mp3,.mp3,44100,1.0187755102040816,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P1_S2.mp3,.mp3,44100,1.0448979591836736,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P1_S3.mp3,.mp3,44100,0.9926530612244898,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P1_S4.mp3,.mp3,44100,0.9926530612244898,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P1_S5.mp3,.mp3,44100,1.0187755102040816,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P1_S6.mp3,.mp3,44100,1.123265306122449,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P2_S1.mp3,.mp3,44100,1.0710204081632653,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P2_S2.mp3,.mp3,44100,1.1755102040816328,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P2_S3.mp3,.mp3,44100,1.0448979591836736,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P2_S4.mp3,.mp3,44100,1.0448979591836736,Paratikan
input\full\Paratikan_audios\Paratikan_audios\PDN_ATA_Paratikan_N0_P2_S5.mp3,.mp3,44100,1.0448979591836736,Paratikan
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N1-B4_S1.mp3,.mp3,44100,1.3322448979591837,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N1-B4_S2.mp3,.mp3,44100,1.0710204081632653,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N2-D5_S1.mp3,.mp3,44100,1.123265306122449,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N2-D5_S2.mp3,.mp3,44100,1.0187755102040816,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N3-D#5_S1.mp3,.mp3,44100,1.1755102040816328,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N3-D#5_S2.mp3,.mp3,44100,1.123265306122449,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N4-G5_S1.mp3,.mp3,44100,1.123265306122449,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N4-G5_S2.mp3,.mp3,44100,1.0187755102040816,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N5-A5_S1.mp3,.mp3,44100,1.0971428571428572,Palundag
input\full\Palundag_audios\Palundag_audios\Mgd_Palundag_172_P1_N5-A5_S2.mp3,.mp3,44100,0.966530612244898,Palundag
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N1-D#4_S1.mp3,.mp3,44100,2.9518367346938774,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N1-D#4_S2.mp3,.mp3,44100,3.1608163265306124,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N2-G4_S1.mp3,.mp3,44100,2.5338775510204083,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N2-G4_S2.mp3,.mp3,44100,2.690612244897959,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N3-G#4_S1.mp3,.mp3,44100,2.716734693877551,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N3-G#4_S2.mp3,.mp3,44100,1.906938775510204,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N4-B4_S1.mp3,.mp3,44100,2.220408163265306,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N4-B4_S2.mp3,.mp3,44100,2.1420408163265305,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N5-C#5_S1.mp3,.mp3,44100,2.1681632653061222,Paldong
input\full\Paldong_audios\Paldong_audios\Unk_Paldong_121_P1_N5-C#5_S2.mp3,.mp3,44100,1.8285714285714285,Paldong
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N1-D#4_S1.mp3,.mp3,44100,2.9518367346938774,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N1-D#4_S2.mp3,.mp3,44100,3.1608163265306124,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N2-G4_S1.mp3,.mp3,44100,2.5338775510204083,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N2-G4_S2.mp3,.mp3,44100,2.690612244897959,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N3-G#4_S1.mp3,.mp3,44100,2.716734693877551,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N3-G#4_S2.mp3,.mp3,44100,1.906938775510204,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N4-B4_S1.mp3,.mp3,44100,2.220408163265306,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N4-B4_S2.mp3,.mp3,44100,2.1420408163265305,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N5-C#5_S1.mp3,.mp3,44100,2.1681632653061222,Paldeng
input\full\Paldeng_audios\Paldeng_audios\Unk_Paldong_121_P1_N5-C#5_S2.mp3,.mp3,44100,1.8285714285714285,Paldeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N1_S1.mp3,.mp3,44100,1.2277551020408164,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N1_S2.mp3,.mp3,44100,1.2277551020408164,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N1_S3.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N1_S4.mp3,.mp3,44100,1.28,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N1_S5.mp3,.mp3,44100,1.2016326530612245,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N2_S1.mp3,.mp3,44100,1.0971428571428572,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N2_S2.mp3,.mp3,44100,1.123265306122449,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N2_S3.mp3,.mp3,44100,1.1755102040816328,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N2_S4.mp3,.mp3,44100,1.1493877551020408,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N2_S5.mp3,.mp3,44100,1.1755102040816328,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N3_S2.mp3,.mp3,44100,1.2277551020408164,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N3_S3.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N3_S4.mp3,.mp3,44100,1.123265306122449,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N3_S5.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N4_S1.mp3,.mp3,44100,1.0187755102040816,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N4_S2.mp3,.mp3,44100,1.1493877551020408,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N4_S3.mp3,.mp3,44100,1.1755102040816328,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N4_S4.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N5_S1.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N5_S2.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N5_S3.mp3,.mp3,44100,1.1493877551020408,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N5_S4.mp3,.mp3,44100,1.1755102040816328,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N6_S1.mp3,.mp3,44100,1.1755102040816328,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N6_S2.mp3,.mp3,44100,1.1493877551020408,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N6_S3.mp3,.mp3,44100,1.123265306122449,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N6_S4.mp3,.mp3,44100,1.123265306122449,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N7_S1.mp3,.mp3,44100,1.28,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N7_S2.mp3,.mp3,44100,1.2016326530612245,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N7_S3.mp3,.mp3,44100,1.2016326530612245,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N7_S4.mp3,.mp3,44100,1.1493877551020408,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N7_S5.mp3,.mp3,44100,1.0710204081632653,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N8_S1.mp3,.mp3,44100,1.123265306122449,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N8_S2.mp3,.mp3,44100,1.3322448979591837,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N8_S3.mp3,.mp3,44100,1.2016326530612245,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Pagenggeng_N8_S4.mp3,.mp3,44100,1.1493877551020408,Pagenggeng
input\full\Pagenggeng_audios\Pagenggeng_audios\APY_ISG_Tongatong Patanggu Garding Pagenggeng_ENSEMBLE04.mp3,.mp3,44100,40.777142857142856,Pagenggeng
input\full\Ongiyung_audios\Ongiyung_audios\If_Ongiyung_133_P1_N1-G#4_S1.mp3,.mp3,44100,1.619591836734694,Ongiyung
input\full\Ongiyung_audios\Ongiyung_audios\If_Ongiyung_133_P1_N1-G#4_S2.mp3,.mp3,44100,1.619591836734694,Ongiyung
