filepath,instrument_label,context_label,is_augmented,original_file,sample_rate,meta_sample_rate,duration_sec,meta_duration,rms_energy,zcr,spectral_centroid,spectral_bandwidth,rolloff,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
augmented\full\Faglung\ILGN_BLN_Faglung_N5_P1_S5_aug_12.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N5_P1_S5.mp3,44100,44100,5.616326530612245,5.616326530612245,0.0020567232,0.44820586905991733,10231.565437083163,6015.566300352371,17542.442132618802,0.49837205,-472.7358,-3.9844353,0.15552181,-0.26462263,-0.448718,-0.5839964,-1.0526879,-1.1295913,-0.82648754,-0.22977851,0.5066778,0.53187114,0.09615467
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S4_aug_13.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S4.mp3,44100,44100,4.571428571428571,4.571428571428571,0.0032796392,0.435130472715736,10565.194689343274,6533.705614574842,18576.541308098032,0.40421426,-405.3217,3.553773,3.6907597,0.5171315,-1.4912082,-2.59701,-3.2082582,-3.8415601,-4.398811,-3.6344037,-1.1941792,-0.54904175,-0.4457052
augmented\full\Faglung\ILGN_BLN_Faglung_N1_P1_S4_aug_14.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N1_P1_S4.mp3,44100,44100,4.0751020408163265,4.075102040816327,0.0018983961,0.43310408158735797,10526.164315502225,6537.912136768666,18546.939364346592,0.43240988,-454.12518,6.536879,6.0525374,3.992863,1.068493,-2.0703688,-3.5693245,-3.9355795,-3.3536336,-3.565291,-4.160116,-2.9206216,-1.6417165
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S5_aug_15.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S5.mp3,44100,44100,5.093877551020408,5.093877551020408,0.015429185,0.4570534951594533,10216.648907653504,5918.79743036082,17396.718950206436,0.5451407,-287.61746,-5.718811,-0.2883896,0.18367724,0.3862996,-0.1907249,-0.6680259,-0.7593887,-0.74623144,-0.4148985,0.3902312,0.47352096,0.68187314
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S3_aug_16.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S3.mp3,44100,44100,4.702040816326531,4.702040816326531,0.014021589,0.4924725311730296,10993.748031207871,6389.800188807761,18735.902141702587,0.51328385,-253.03476,-4.68619,0.85485053,0.7537019,0.4382167,-0.38933048,-1.2970036,-1.6916215,-1.2601827,-0.55329096,-0.4253619,-0.025522204,0.5543699
augmented\full\Faglung\ILGN_BLN_Faglung_N5_P1_S5_aug_17.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N5_P1_S5.mp3,44100,44100,5.616326530612245,5.616326530612245,0.00076632795,0.031182407347623967,2833.3765647269415,4508.964484823117,6954.9131787512915,0.062873885,-784.9923,99.332436,34.45508,19.373747,10.766782,9.083271,6.1538963,-0.14453137,-7.217179,-6.9857883,-5.8739986,6.086869,6.1863227
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S2_aug_18.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S2.mp3,44100,44100,6.060408163265306,6.060408163265306,0.0091565875,0.48269262368546845,10944.860227318653,6417.537395107668,18749.408740887906,0.46683782,-297.82745,-5.185882,-0.06085946,0.0745829,-0.1820439,-1.0208212,-0.9993224,-1.3671035,-0.8348602,-0.21930297,0.19958612,0.60461926,0.86506194
augmented\full\Faglung\ILGN_BLN_Faglung_N5_P1_S1_aug_19.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N5_P1_S1.mp3,44100,44100,5.485714285714286,5.485714285714286,0.0030335165,0.4398350786205074,10270.141651643104,6172.40748844859,17793.117918373413,0.5258036,-424.83212,1.7942333,2.5580714,1.0920757,-0.24935858,-1.5108459,-2.2038474,-2.297164,-1.7211843,-0.6046453,0.21115065,0.73250186,0.8631132
augmented\full\Faglung\ILGN_BLN_Faglung_N7_P1_S1_aug_20.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N7_P1_S1.mp3,44100,44100,0.2873469387755102,0.2873469387755102,0.0069784163,0.3959765625,10519.17747938964,6514.371393878907,18461.70703125,0.4420121,-330.4115,2.8087416,-3.1773627,-6.2243443,-4.260029,-4.5105166,-3.4116595,0.096705586,2.2076626,3.5364382,1.539031,1.7958667,3.3834672
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S7_aug_21.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S7.mp3,44100,44100,5.276734693877551,5.276734693877551,0.009031987,0.49476626888736264,10996.62411843298,6383.089076446634,18726.219951923078,0.45381603,-298.52005,-7.2461076,-0.59262365,0.026407598,0.19237453,-0.022132153,-0.24704999,-0.19306925,0.01812294,0.40446547,0.45319965,0.6792108,0.7990345
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S3_aug_22.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S3.mp3,44100,44100,4.702040816326531,4.702040816326531,0.014233495,0.4944328721520936,10985.744342336293,6368.737358592788,18715.694874730605,0.47242194,-253.05641,-7.098776,-0.6407276,0.62559164,0.7027091,0.37852797,-0.1963674,-0.21158378,-0.5454252,-0.57490695,-0.36490542,0.18756685,0.7080194
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S2_aug_23.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S2.mp3,44100,44100,4.858775510204081,4.858775510204081,0.011985302,0.456145584725537,10147.15259097004,5880.364822991676,17283.042190296837,0.5549816,-312.8087,-4.6948223,-0.020998998,0.7565276,0.5398389,0.027766034,0.12920275,0.38215786,0.29857913,-0.13982052,0.29721472,0.596344,-0.17150286
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S3_aug_24.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S3.mp3,44100,44100,4.702040816326531,4.702040816326531,0.0007656178,0.04503372267549261,3268.8585570401106,4940.831358391006,8321.257071659482,0.0056959386,-764.3108,119.25542,38.105225,26.12049,12.499483,7.9427648,-4.8185544,-7.4812427,-17.461315,-12.141998,-12.560304,6.986607,0.012203799
augmented\full\Faglung\ILGN_BLN_Faglung_N1_P1_S5_aug_25.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N1_P1_S5.mp3,44100,44100,5.0416326530612245,5.0416326530612245,0.0006732472,0.030268947557471265,2880.339194180145,4651.321002592013,7202.534684806034,0.055847935,-802.2326,114.3412,34.95782,22.198736,12.146534,5.5084724,-1.0702227,-2.3814607,-6.825556,-8.487144,-5.9169955,1.2685989,-2.3386066
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S7_aug_26.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S7.mp3,44100,44100,5.276734693877551,5.276734693877551,0.0126192,0.4955228365384615,11008.860637607586,6381.81631616538,18748.084435096152,0.50832707,-263.6873,-6.0813284,-0.2358858,0.54588336,0.29119694,-0.39054576,-0.3938826,-0.33256975,-0.0055686366,-0.2973745,0.08405329,0.51745546,0.40464452
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S1_aug_27.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S1.mp3,44100,44100,5.093877551020408,5.093877551020408,0.0013661444,0.038505258755694764,3363.4255525768926,4897.249926964677,8400.156494696754,0.0046695382,-744.1991,102.85347,26.905613,14.78333,9.297352,3.069169,-1.5834199,-6.776643,-11.602759,-10.596437,-4.053787,2.943828,-1.6155503
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S3_aug_28.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S3.mp3,44100,44100,5.12,5.12,0.0004920109,0.03534405048076923,3442.935371431974,5112.356116846389,9090.860413426188,0.045336276,-821.9213,104.47727,31.865364,21.040638,14.024574,6.3344355,-1.7466218,-1.1219271,-6.3814845,-3.3200984,0.17079487,7.5340705,0.017039027
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S5_aug_29.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S5.mp3,44100,44100,5.564081632653061,5.564081632653061,0.00063568616,0.035746256510416664,3307.437855659888,4925.486369498328,8638.313598632812,0.060707312,-782.1438,88.28492,30.422323,19.296513,11.573901,6.2116685,2.5221121,-1.1610241,-3.6263652,-2.0688078,-1.2685534,4.3325195,2.4625287
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S3_aug_30.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S3.mp3,44100,44100,5.12,5.12,0.008677194,0.4503389246323529,10049.409224111569,5820.840127424681,17109.10423589508,0.5266109,-350.9986,-6.7034774,-0.68261355,0.41308397,0.29638034,0.054853242,-0.37376207,-0.39444977,-0.15878287,0.2392505,-0.050266664,-0.3120887,-0.06448453
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S3_aug_31.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S3.mp3,44100,44100,4.702040816326531,4.702040816326531,0.0034007921,0.440978101908867,10562.97120563062,6396.986292131961,18355.835802801725,0.3934584,-400.89062,0.30593106,2.684477,1.7197587,-0.10356204,-2.3844516,-3.7050679,-4.5211616,-4.449007,-3.0361822,-2.0441687,-0.9835917,0.08621913
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S5_aug_32.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S5.mp3,44100,44100,5.877551020408164,5.877551020408164,0.0243226,0.484543538892998,10714.308788951645,6235.601027912541,18287.63550526997,0.3846619,-197.42282,-4.5721307,0.08374445,0.9749233,-0.09252881,-0.27897444,-1.1018299,-1.5854566,-1.7547187,-0.9222126,-0.45159224,0.3508497,0.13280997
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S1_aug_33.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S1.mp3,44100,44100,5.093877551020408,5.093877551020408,0.017606853,0.4693283741457859,10614.112398634887,6183.8965738296065,18122.27507919277,0.56668466,-249.37271,-4.0005307,0.21551529,0.76306975,0.11413221,-0.30691946,-0.40646482,-0.8768178,-0.6589223,-0.53382754,-0.5880683,-0.28992665,0.31984174
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S6_aug_34.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S6.mp3,44100,44100,4.649795918367347,4.649795918367347,0.014132826,0.49318476270261846,10981.105338981775,6390.483283287643,18743.12290562656,0.5561252,-250.43025,-3.855546,0.4626729,0.58665335,0.17302655,-0.5825105,-1.0045582,-1.1556975,-1.1494893,-1.1563537,-0.62574315,-0.22851884,-0.17222184
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S3_aug_35.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S3.mp3,44100,44100,5.12,5.12,0.024555426,0.49129268594457015,10848.966586052788,6273.069011510612,18450.739712952487,0.459433,-196.38512,-5.383343,-0.37247044,0.31730983,0.03920953,-0.002576034,-0.4456407,-0.54490364,-0.3054773,-0.08962962,-0.21179137,0.37988985,0.22869185
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S5_aug_36.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S5.mp3,44100,44100,5.877551020408164,5.877551020408164,0.0045784116,0.4727824133999014,10878.167857553373,6424.753892664709,18680.15989044009,0.4770793,-366.31583,-3.3606977,1.0179533,0.95363015,0.0063799797,-1.0721054,-2.247383,-2.6427164,-1.9052758,-1.044787,-0.5607668,0.1027939,0.5846415
augmented\full\Faglung\ILGN_BLN_Faglung_N5_P1_S2_aug_37.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N5_P1_S2.mp3,44100,44100,5.250612244897959,5.250612244897959,0.0009295338,0.034361849820640174,2945.3293674108636,4743.474980743539,7477.487970819537,0.0035162414,-756.5716,111.6807,37.64679,24.026133,13.935936,4.595362,-0.036228742,1.5898293,-7.141012,-4.8226666,-0.63292575,7.589819,2.6101673
augmented\full\Faglung\ILGN_BLN_Faglung_N1_P1_S5_aug_38.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N1_P1_S5.mp3,44100,44100,5.0416326530612245,5.0416326530612245,0.005744776,0.4949353448275862,11000.032186838294,6378.00108277374,18726.906990840518,0.55677235,-339.55417,-4.9572787,-0.113552295,0.9225574,1.2275773,0.57452977,-0.1907235,-0.86740077,-0.94710237,-0.745915,-0.8866854,-0.30422652,0.28152332
augmented\full\Faglung\ILGN_BLN_Faglung_N1_P1_S4_aug_39.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N1_P1_S4.mp3,44100,44100,4.0751020408163265,4.075102040816327,0.00070047507,0.33832896839488635,8489.827346521302,5533.499619496382,15303.56181751598,0.18177502,-581.7199,27.578466,-4.817514,20.775978,-10.627804,14.457583,-15.737909,10.183778,-16.679506,9.558872,-18.127863,7.154028,-16.02404
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S6_aug_40.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S6.mp3,44100,44100,4.12734693877551,4.12734693877551,0.013114253,0.49405421567766855,10977.937308505365,6368.863420836885,18694.933396242977,0.46019647,-261.526,-7.077874,-0.26751462,0.58798695,0.034875184,-0.3541341,-1.0436549,-0.88236356,-0.4071313,-0.5519668,-0.19556059,0.77712685,1.0683122
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S1_aug_41.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S1.mp3,44100,44100,5.98204081632653,5.98204081632653,0.012711942,0.4959243656128876,11001.387688876774,6380.029737421451,18734.76307003997,0.47736496,-263.80817,-6.454452,0.12781654,0.755118,0.37129098,-0.04245421,-0.24318251,-0.54210985,-0.5132433,-0.36229494,-0.7073745,-0.25728762,0.14470711
augmented\full\Faglung\ILGN_BLN_Faglung_N3_P1_S1_aug_42.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N3_P1_S1.mp3,44100,44100,5.093877551020408,5.093877551020408,0.0010677176,0.03350232239464693,3342.2278814569186,4943.210880833802,8242.066486332575,0.004288544,-765.3229,93.45065,21.277994,13.582132,8.244467,5.259114,1.0795002,-3.1995242,-7.5391493,-6.7783103,-1.0232897,1.462703,-3.3144665
augmented\full\Faglung\ILGN_BLN_Faglung_N1_P1_S4_aug_43.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N1_P1_S4.mp3,44100,44100,4.0751020408163265,4.075102040816327,0.006396046,0.4935025301846591,10983.067021061644,6377.643623645587,18703.544477982956,0.48209336,-330.94986,-5.8563967,0.42939118,0.97885805,0.45481932,-0.07795128,-0.8386618,-0.69673216,-0.29034907,-0.16426153,0.36228487,0.5771271,0.41099116
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S4_aug_44.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S4.mp3,44100,44100,6.112653061224489,6.112653061224489,0.012623204,0.4322271184179317,9414.248779587851,5472.516322945782,16046.199745018976,0.22368802,-296.3457,4.904288,-8.891325,9.81451,-8.825315,8.883657,-9.174662,8.537424,-9.570655,8.280358,-9.055358,9.336494,-8.116063
augmented\full\Faglung\ILGN_BLN_Faglung_N1_P1_S4_aug_45.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N1_P1_S4.mp3,44100,44100,4.0751020408163265,4.075102040816327,0.01383707,0.46092362837357953,10364.47932914202,6012.491210808797,17649.76335005327,0.58402926,-290.84375,-4.3022594,0.2698551,0.95456815,0.5059502,0.026496053,-0.277508,-0.06964989,-0.011234587,-0.1647514,-0.23544727,-0.24989389,0.030380065
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S1_aug_46.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S1.mp3,44100,44100,5.381224489795918,5.381224489795918,0.00068141386,0.05435917295258621,4003.802903528439,5368.8620088765465,10357.14584876751,0.009245384,-764.5117,86.453156,28.056118,17.330463,11.850483,5.7237635,-0.8914616,-2.8587968,-1.3968122,-0.17007183,0.29011798,7.872778,1.2015797
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S3_aug_47.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S3.mp3,44100,44100,4.54530612244898,4.54530612244898,0.009853336,0.4273768833705357,9336.291845602735,5472.541655567844,15967.96875,0.16146748,-313.62103,13.317819,-13.417518,17.116438,-14.5641165,14.960619,-16.326313,13.792701,-16.756008,13.056523,-16.258408,13.28798,-15.235875
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S2_aug_48.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S2.mp3,44100,44100,5.250612244897959,5.250612244897959,0.004658816,0.493613539942053,10971.444710015447,6390.1480991619155,18715.34819950331,0.5113194,-360.50916,-4.3095565,0.9582405,1.0584408,0.20858471,-0.5139082,-0.8888149,-1.0348542,-1.0495933,-1.0423079,-0.45488194,0.07667183,0.65705854
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S3_aug_49.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S3.mp3,44100,44100,4.702040816326531,4.702040816326531,0.008451398,0.4867045585745074,10941.342179666797,6409.916387690911,18720.256095096982,0.5186489,-302.0024,-2.9787872,1.4729927,1.0430717,0.056199923,-0.6360128,-1.2125332,-2.1996531,-2.1147935,-2.0477278,-1.3546611,-0.38676003,0.33158633
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S6_aug_50.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S6.mp3,44100,44100,4.12734693877551,4.12734693877551,0.0009260839,0.03231160024578652,2489.842789098132,4369.313284155099,5266.9851924596205,0.0021120775,-765.42004,132.33534,34.503265,20.649933,9.117563,0.96729255,-8.200644,-19.495056,-17.393137,-11.699198,0.13929431,3.510383,2.252241
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S4_aug_51.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S4.mp3,44100,44100,4.571428571428571,4.571428571428571,0.0061983736,0.4720750218115482,10311.011248450763,6010.13032461418,17605.688972279506,0.26808962,-331.9147,-0.27770385,-3.2184997,4.572671,-3.6403902,3.4141412,-4.8440413,2.452216,-5.365228,2.0287676,-5.0183444,3.148762,-4.021327
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S7_aug_52.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S7.mp3,44100,44100,4.022857142857143,4.022857142857143,0.0009803614,0.03581479646974063,2805.1076735462584,4583.23946567808,6448.542754863112,0.0027485127,-752.01807,129.04306,28.525673,10.13405,3.95135,2.7627902,-3.7219765,-16.54747,-17.993483,-9.415761,3.5917525,8.007347,-0.32555968
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S6_aug_53.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S6.mp3,44100,44100,5.093877551020408,5.093877551020408,0.0077611743,0.4715673494447608,10244.014541554125,5943.598213928877,17456.2663501922,0.22667383,-313.19025,2.128754,-7.7426906,8.078098,-7.8773923,7.103953,-8.3960285,6.7521243,-8.158157,7.415055,-7.646393,7.7627244,-6.861317
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S8_aug_54.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S8.mp3,44100,44100,4.963265306122449,4.963265306122449,0.0011773345,0.03696791033878505,2982.443574639009,4807.665610321769,7744.255507995035,0.002835139,-722.7609,94.49292,29.667328,20.553225,15.517752,6.569245,-1.1511848,-4.4885435,-4.9243746,-2.5943427,1.7110499,9.667259,4.3761644
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S8_aug_55.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S8.mp3,44100,44100,4.83265306122449,4.83265306122449,0.0010169651,0.05139130882793765,3469.928452907252,4955.428467756641,9115.825933003596,0.0056561027,-730.85693,110.52301,28.820494,17.394724,7.8324666,2.8258905,-4.6840563,-0.21675055,-5.755063,0.6807573,0.4762503,12.974853,-4.741553
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S1_aug_56.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S1.mp3,44100,44100,5.093877551020408,5.093877551020408,0.0181929,0.4944431591685649,10981.244108483192,6372.970841633788,18712.010161588838,0.5128807,-227.53032,-5.952212,-0.9002117,-0.30657,-0.3151874,-0.1582657,-0.064086445,0.19323301,0.30013347,0.4499709,0.1319258,0.26625356,0.006474619
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S6_aug_57.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S6.mp3,44100,44100,4.12734693877551,4.12734693877551,0.009971163,0.43429325403792135,9282.806993420352,5407.807229673937,15840.513765142205,0.07762945,-298.43323,25.219944,-28.107504,29.841545,-28.135632,27.611328,-28.384499,25.381798,-27.49357,23.990812,-25.758274,22.448801,-23.328438
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S5_aug_58.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S5.mp3,44100,44100,5.564081632653061,5.564081632653061,0.0033931837,0.47875569661458334,10880.326313806734,6427.508832713356,18692.39044189453,0.5253652,-392.83896,-1.382473,1.4025558,0.7808895,0.19944337,-0.7017404,-0.9879729,-1.3941203,-1.1991899,-0.38869494,0.43317828,1.2655251,1.2537072
augmented\full\Faglung\ILGN_BLN_Faglung_N5_P1_S2_aug_59.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N5_P1_S2.mp3,44100,44100,5.250612244897959,5.250612244897959,0.0030318564,0.44831009416390727,10070.274835702321,5868.762137694441,17186.062965645695,0.58818114,-444.8583,-3.3369806,0.38681957,0.44742516,0.4855267,-0.15211228,-0.9647698,-1.1161222,-1.144646,-0.93106276,-0.17047556,0.41529244,0.52618223
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S6_aug_60.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S6.mp3,44100,44100,4.12734693877551,4.12734693877551,0.004174041,0.46524973665730335,10521.778734362018,6242.2067112248615,18111.48036999649,0.42004776,-374.972,0.45577574,3.149532,1.824051,-0.10239329,-1.2009382,-2.4033332,-2.3249407,-3.190331,-2.5452256,-2.2094982,-1.2763735,-1.3820965
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S4_aug_61.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S4.mp3,44100,44100,4.388571428571429,4.388571428571429,0.00043819318,0.03023221058707124,3281.216430809458,4911.539587305599,8531.523257132256,0.07657075,-834.30396,103.76092,28.315737,18.381624,10.15788,4.663881,-1.0711867,-2.5786295,-7.2368937,-5.2289004,-2.6706922,7.2698174,1.0040197
augmented\full\Faglung\ILGN_BLN_Faglung_N8_P1_S5_aug_62.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N8_P1_S5.mp3,44100,44100,5.564081632653061,5.564081632653061,0.0107515445,0.4959635416666667,11001.148711044674,6377.727380595715,18736.488647460938,0.4885374,-280.07065,-6.5553985,-0.5514112,0.1796626,0.03933966,-0.2664051,-0.3340116,-0.42005217,-0.042089973,0.61370385,0.62886965,0.18271509,-0.33129552
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S1_aug_63.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S1.mp3,44100,44100,5.98204081632653,5.98204081632653,0.007264636,0.489128171935562,10945.804067045834,6398.555922423374,18707.88829714753,0.4427164,-319.57028,-5.985347,0.0048954394,0.53048384,0.2949505,-0.45345956,-0.9508411,-1.2503355,-1.2215022,-0.79853976,-0.21142992,0.10727195,0.12862895
augmented\full\Faglung\ILGN_BLN_Faglung_N2_P1_S1_aug_64.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N2_P1_S1.mp3,44100,44100,4.388571428571429,4.388571428571429,0.01031188,0.4701130648087071,10469.578337057517,6083.184045711194,17847.332361065302,0.57636034,-310.9726,-3.8472524,0.37282246,0.43632007,0.19350043,-0.31910294,-0.26524398,-0.9056089,-1.3357512,-0.6602667,-0.42601556,0.0003522405,0.53433204
augmented\full\Faglung\ILGN_BLN_Faglung_N6_P1_S8_aug_65.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N6_P1_S8.mp3,44100,44100,4.83265306122449,4.83265306122449,0.005027151,0.46625004683752996,10535.333000279592,6127.842226626366,17962.512646133095,0.54803735,-378.21814,-4.3905244,0.14908542,0.118801914,-0.2944742,-0.91031325,-0.74077284,-0.21600188,-0.050365392,0.04518059,0.3260273,0.50170374,0.40103853
augmented\full\Faglung\ILGN_BLN_Faglung_N4_P1_S1_aug_66.wav,Faglung,NEITHER,True,input\full\Faglung_audios\Faglung_audios\ILGN_BLN_Faglung_N4_P1_S1.mp3,44100,44100,5.98204081632653,5.98204081632653,0.009782723,0.4508454078851744,9600.109613147648,5571.311609734473,16361.478583757267,0.10366573,-297.99423,18.400064,-23.647072,23.927187,-23.248331,23.146473,-23.077993,21.962425,-23.143864,21.20125,-21.981756,20.768581,-20.374878
